child_name,status,parent_name,author1init,author1last,author2init,author2last,otherauthors,pubyr
Pleuriocardiinae,"belongs to",Neocardiids,"J. G.",Carter,"C. R.",Altaba,"L. C. Anderson, R. Araujo, A. S. Biakov, A. E. Bogan, D. C. Campbell, M. Campbell, J. H. Chen, J. C. W. Cope, G. Delvene, H. H. Dijkstra, Z. J. Fang, R. N. Gardner, V. A. Gavrilova, I. A. Goncharova, P. J. Harries, J. H. Hartman, M. Hautmann, et al.",2011
Eucardiids,"belongs to",Neocardiids,"J. G.",Carter,"C. R.",Altaba,"L. C. Anderson, R. Araujo, A. S. Biakov, A. E. Bogan, D. C. Campbell, M. Campbell, J. H. Chen, J. C. W. Cope, G. Delvene, H. H. Dijkstra, Z. J. Fang, R. N. Gardner, V. A. Gavrilova, I. A. Goncharova, P. J. Harries, J. H. Hartman, M. Hautmann, et al.",2011
Cerastodermatinae,"belongs to",Eucardiids,"J. G.",Carter,"C. R.",Altaba,"L. C. Anderson, R. Araujo, A. S. Biakov, A. E. Bogan, D. C. Campbell, M. Campbell, J. H. Chen, J. C. W. Cope, G. Delvene, H. H. Dijkstra, Z. J. Fang, R. N. Gardner, V. A. Gavrilova, I. A. Goncharova, P. J. Harries, J. H. Hartman, M. Hautmann, et al.",2011
Cerastodermatini,"belongs to",Cerastodermatinae,"J. G.",Carter,"C. R.",Altaba,"L. C. Anderson, R. Araujo, A. S. Biakov, A. E. Bogan, D. C. Campbell, M. Campbell, J. H. Chen, J. C. W. Cope, G. Delvene, H. H. Dijkstra, Z. J. Fang, R. N. Gardner, V. A. Gavrilova, I. A. Goncharova, P. J. Harries, J. H. Hartman, M. Hautmann, et al.",2011
Chokrakiini,"belongs to",Cerastodermatinae,"J. G.",Carter,"C. R.",Altaba,"L. C. Anderson, R. Araujo, A. S. Biakov, A. E. Bogan, D. C. Campbell, M. Campbell, J. H. Chen, J. C. W. Cope, G. Delvene, H. H. Dijkstra, Z. J. Fang, R. N. Gardner, V. A. Gavrilova, I. A. Goncharova, P. J. Harries, J. H. Hartman, M. Hautmann, et al.",2011
Fragini,"belongs to",Fraginae,"J. G.",Carter,"C. R.",Altaba,"L. C. Anderson, R. Araujo, A. S. Biakov, A. E. Bogan, D. C. Campbell, M. Campbell, J. H. Chen, J. C. W. Cope, G. Delvene, H. H. Dijkstra, Z. J. Fang, R. N. Gardner, V. A. Gavrilova, I. A. Goncharova, P. J. Harries, J. H. Hartman, M. Hautmann, et al.",2011
Goniocardiini,"belongs to",Fraginae,"J. G.",Carter,"C. R.",Altaba,"L. C. Anderson, R. Araujo, A. S. Biakov, A. E. Bogan, D. C. Campbell, M. Campbell, J. H. Chen, J. C. W. Cope, G. Delvene, H. H. Dijkstra, Z. J. Fang, R. N. Gardner, V. A. Gavrilova, I. A. Goncharova, P. J. Harries, J. H. Hartman, M. Hautmann, et al.",2011
Lymnocardiini,"belongs to",Lymnocardiinae,"J. G.",Carter,"C. R.",Altaba,"L. C. Anderson, R. Araujo, A. S. Biakov, A. E. Bogan, D. C. Campbell, M. Campbell, J. H. Chen, J. C. W. Cope, G. Delvene, H. H. Dijkstra, Z. J. Fang, R. N. Gardner, V. A. Gavrilova, I. A. Goncharova, P. J. Harries, J. H. Hartman, M. Hautmann, et al.",2011
Acobaecardiini,"belongs to",Lymnocardiinae,"J. G.",Carter,"C. R.",Altaba,"L. C. Anderson, R. Araujo, A. S. Biakov, A. E. Bogan, D. C. Campbell, M. Campbell, J. H. Chen, J. C. W. Cope, G. Delvene, H. H. Dijkstra, Z. J. Fang, R. N. Gardner, V. A. Gavrilova, I. A. Goncharova, P. J. Harries, J. H. Hartman, M. Hautmann, et al.",2011
Adacninae,"belongs to",Lymnocardiinae,"J. G.",Carter,"C. R.",Altaba,"L. C. Anderson, R. Araujo, A. S. Biakov, A. E. Bogan, D. C. Campbell, M. Campbell, J. H. Chen, J. C. W. Cope, G. Delvene, H. H. Dijkstra, Z. J. Fang, R. N. Gardner, V. A. Gavrilova, I. A. Goncharova, P. J. Harries, J. H. Hartman, M. Hautmann, et al.",2011
Arcicardiini,"belongs to",Lymnocardiinae,"J. G.",Carter,"C. R.",Altaba,"L. C. Anderson, R. Araujo, A. S. Biakov, A. E. Bogan, D. C. Campbell, M. Campbell, J. H. Chen, J. C. W. Cope, G. Delvene, H. H. Dijkstra, Z. J. Fang, R. N. Gardner, V. A. Gavrilova, I. A. Goncharova, P. J. Harries, J. H. Hartman, M. Hautmann, et al.",2011
Avicardiini,"belongs to",Lymnocardiinae,"J. G.",Carter,"C. R.",Altaba,"L. C. Anderson, R. Araujo, A. S. Biakov, A. E. Bogan, D. C. Campbell, M. Campbell, J. H. Chen, J. C. W. Cope, G. Delvene, H. H. Dijkstra, Z. J. Fang, R. N. Gardner, V. A. Gavrilova, I. A. Goncharova, P. J. Harries, J. H. Hartman, M. Hautmann, et al.",2011
Aviculocardiini,"belongs to",Lymnocardiinae,"J. G.",Carter,"C. R.",Altaba,"L. C. Anderson, R. Araujo, A. S. Biakov, A. E. Bogan, D. C. Campbell, M. Campbell, J. H. Chen, J. C. W. Cope, G. Delvene, H. H. Dijkstra, Z. J. Fang, R. N. Gardner, V. A. Gavrilova, I. A. Goncharova, P. J. Harries, J. H. Hartman, M. Hautmann, et al.",2011
Limnopappiini,"belongs to",Lymnocardiinae,"J. G.",Carter,"C. R.",Altaba,"L. C. Anderson, R. Araujo, A. S. Biakov, A. E. Bogan, D. C. Campbell, M. Campbell, J. H. Chen, J. C. W. Cope, G. Delvene, H. H. Dijkstra, Z. J. Fang, R. N. Gardner, V. A. Gavrilova, I. A. Goncharova, P. J. Harries, J. H. Hartman, M. Hautmann, et al.",2011
Merklinicardiini,"belongs to",Lymnocardiinae,"J. G.",Carter,"C. R.",Altaba,"L. C. Anderson, R. Araujo, A. S. Biakov, A. E. Bogan, D. C. Campbell, M. Campbell, J. H. Chen, J. C. W. Cope, G. Delvene, H. H. Dijkstra, Z. J. Fang, R. N. Gardner, V. A. Gavrilova, I. A. Goncharova, P. J. Harries, J. H. Hartman, M. Hautmann, et al.",2011
Obsoletiformini,"belongs to",Lymnocardiinae,"J. G.",Carter,"C. R.",Altaba,"L. C. Anderson, R. Araujo, A. S. Biakov, A. E. Bogan, D. C. Campbell, M. Campbell, J. H. Chen, J. C. W. Cope, G. Delvene, H. H. Dijkstra, Z. J. Fang, R. N. Gardner, V. A. Gavrilova, I. A. Goncharova, P. J. Harries, J. H. Hartman, M. Hautmann, et al.",2011
Pachydacnini,"belongs to",Lymnocardiinae,"J. G.",Carter,"C. R.",Altaba,"L. C. Anderson, R. Araujo, A. S. Biakov, A. E. Bogan, D. C. Campbell, M. Campbell, J. H. Chen, J. C. W. Cope, G. Delvene, H. H. Dijkstra, Z. J. Fang, R. N. Gardner, V. A. Gavrilova, I. A. Goncharova, P. J. Harries, J. H. Hartman, M. Hautmann, et al.",2011
Paradacninae,"belongs to",Lymnocardiinae,"J. G.",Carter,"C. R.",Altaba,"L. C. Anderson, R. Araujo, A. S. Biakov, A. E. Bogan, D. C. Campbell, M. Campbell, J. H. Chen, J. C. W. Cope, G. Delvene, H. H. Dijkstra, Z. J. Fang, R. N. Gardner, V. A. Gavrilova, I. A. Goncharova, P. J. Harries, J. H. Hartman, M. Hautmann, et al.",2011
Phyllocardiini,"belongs to",Lymnocardiinae,"J. G.",Carter,"C. R.",Altaba,"L. C. Anderson, R. Araujo, A. S. Biakov, A. E. Bogan, D. C. Campbell, M. Campbell, J. H. Chen, J. C. W. Cope, G. Delvene, H. H. Dijkstra, Z. J. Fang, R. N. Gardner, V. A. Gavrilova, I. A. Goncharova, P. J. Harries, J. H. Hartman, M. Hautmann, et al.",2011
Planacardiini,"belongs to",Lymnocardiinae,"J. G.",Carter,"C. R.",Altaba,"L. C. Anderson, R. Araujo, A. S. Biakov, A. E. Bogan, D. C. Campbell, M. Campbell, J. H. Chen, J. C. W. Cope, G. Delvene, H. H. Dijkstra, Z. J. Fang, R. N. Gardner, V. A. Gavrilova, I. A. Goncharova, P. J. Harries, J. H. Hartman, M. Hautmann, et al.",2011
Plicatiformini,"belongs to",Lymnocardiinae,"J. G.",Carter,"C. R.",Altaba,"L. C. Anderson, R. Araujo, A. S. Biakov, A. E. Bogan, D. C. Campbell, M. Campbell, J. H. Chen, J. C. W. Cope, G. Delvene, H. H. Dijkstra, Z. J. Fang, R. N. Gardner, V. A. Gavrilova, I. A. Goncharova, P. J. Harries, J. H. Hartman, M. Hautmann, et al.",2011
Pontalmyrini,"belongs to",Lymnocardiinae,"J. G.",Carter,"C. R.",Altaba,"L. C. Anderson, R. Araujo, A. S. Biakov, A. E. Bogan, D. C. Campbell, M. Campbell, J. H. Chen, J. C. W. Cope, G. Delvene, H. H. Dijkstra, Z. J. Fang, R. N. Gardner, V. A. Gavrilova, I. A. Goncharova, P. J. Harries, J. H. Hartman, M. Hautmann, et al.",2011
Prosodacnini,"belongs to",Lymnocardiinae,"J. G.",Carter,"C. R.",Altaba,"L. C. Anderson, R. Araujo, A. S. Biakov, A. E. Bogan, D. C. Campbell, M. Campbell, J. H. Chen, J. C. W. Cope, G. Delvene, H. H. Dijkstra, Z. J. Fang, R. N. Gardner, V. A. Gavrilova, I. A. Goncharova, P. J. Harries, J. H. Hartman, M. Hautmann, et al.",2011
Pseudocarditinae,"belongs to",Lymnocardiinae,"J. G.",Carter,"C. R.",Altaba,"L. C. Anderson, R. Araujo, A. S. Biakov, A. E. Bogan, D. C. Campbell, M. Campbell, J. H. Chen, J. C. W. Cope, G. Delvene, H. H. Dijkstra, Z. J. Fang, R. N. Gardner, V. A. Gavrilova, I. A. Goncharova, P. J. Harries, J. H. Hartman, M. Hautmann, et al.",2011
Profraginae,"belongs to",Eucardiids,"J. G.",Carter,"C. R.",Altaba,"L. C. Anderson, R. Araujo, A. S. Biakov, A. E. Bogan, D. C. Campbell, M. Campbell, J. H. Chen, J. C. W. Cope, G. Delvene, H. H. Dijkstra, Z. J. Fang, R. N. Gardner, V. A. Gavrilova, I. A. Goncharova, P. J. Harries, J. H. Hartman, M. Hautmann, et al.",2011
Semelinae,"belongs to",Semelidae,"J. G.",Carter,"C. R.",Altaba,"L. C. Anderson, R. Araujo, A. S. Biakov, A. E. Bogan, D. C. Campbell, M. Campbell, J. H. Chen, J. C. W. Cope, G. Delvene, H. H. Dijkstra, Z. J. Fang, R. N. Gardner, V. A. Gavrilova, I. A. Goncharova, P. J. Harries, J. H. Hartman, M. Hautmann, et al.",2011
Scrobiculariidae,"belongs to",Semelidae,"J. G.",Carter,"C. R.",Altaba,"L. C. Anderson, R. Araujo, A. S. Biakov, A. E. Bogan, D. C. Campbell, M. Campbell, J. H. Chen, J. C. W. Cope, G. Delvene, H. H. Dijkstra, Z. J. Fang, R. N. Gardner, V. A. Gavrilova, I. A. Goncharova, P. J. Harries, J. H. Hartman, M. Hautmann, et al.",2011
Pteriomorphia,"belongs to",Autobranchia,"J. G.",Carter,"C. R.",Altaba,"L. C. Anderson, R. Araujo, A. S. Biakov, A. E. Bogan, D. C. Campbell, M. Campbell, J. H. Chen, J. C. W. Cope, G. Delvene, H. H. Dijkstra, Z. J. Fang, R. N. Gardner, V. A. Gavrilova, I. A. Goncharova, P. J. Harries, J. H. Hartman, M. Hautmann, et al.",2011
Veneroitei,"belongs to",Veneroida,"J. G.",Carter,"C. R.",Altaba,"L. C. Anderson, R. Araujo, A. S. Biakov, A. E. Bogan, D. C. Campbell, M. Campbell, J. H. Chen, J. C. W. Cope, G. Delvene, H. H. Dijkstra, Z. J. Fang, R. N. Gardner, V. A. Gavrilova, I. A. Goncharova, P. J. Harries, J. H. Hartman, M. Hautmann, et al.",2011
Trapeziidae,"belongs to",Arcticacea,"J. G.",Carter,"C. R.",Altaba,"L. C. Anderson, R. Araujo, A. S. Biakov, A. E. Bogan, D. C. Campbell, M. Campbell, J. H. Chen, J. C. W. Cope, G. Delvene, H. H. Dijkstra, Z. J. Fang, R. N. Gardner, V. A. Gavrilova, I. A. Goncharova, P. J. Harries, J. H. Hartman, M. Hautmann, et al.",2011
Veneroida,"belongs to",Cardiidina,"J. G.",Carter,"C. R.",Altaba,"L. C. Anderson, R. Araujo, A. S. Biakov, A. E. Bogan, D. C. Campbell, M. Campbell, J. H. Chen, J. C. W. Cope, G. Delvene, H. H. Dijkstra, Z. J. Fang, R. N. Gardner, V. A. Gavrilova, I. A. Goncharova, P. J. Harries, J. H. Hartman, M. Hautmann, et al.",2011
Cyrenacea,"belongs to",Veneroitei,"J. G.",Carter,"C. R.",Altaba,"L. C. Anderson, R. Araujo, A. S. Biakov, A. E. Bogan, D. C. Campbell, M. Campbell, J. H. Chen, J. C. W. Cope, G. Delvene, H. H. Dijkstra, Z. J. Fang, R. N. Gardner, V. A. Gavrilova, I. A. Goncharova, P. J. Harries, J. H. Hartman, M. Hautmann, et al.",2011
Hemidonacoidea,"belongs to",Veneroitei,"J. G.",Carter,"C. R.",Altaba,"L. C. Anderson, R. Araujo, A. S. Biakov, A. E. Bogan, D. C. Campbell, M. Campbell, J. H. Chen, J. C. W. Cope, G. Delvene, H. H. Dijkstra, Z. J. Fang, R. N. Gardner, V. A. Gavrilova, I. A. Goncharova, P. J. Harries, J. H. Hartman, M. Hautmann, et al.",2011
Kymatoxinae,"belongs to",Mactridae,"J. G.",Carter,"C. R.",Altaba,"L. C. Anderson, R. Araujo, A. S. Biakov, A. E. Bogan, D. C. Campbell, M. Campbell, J. H. Chen, J. C. W. Cope, G. Delvene, H. H. Dijkstra, Z. J. Fang, R. N. Gardner, V. A. Gavrilova, I. A. Goncharova, P. J. Harries, J. H. Hartman, M. Hautmann, et al.",2011
Tanysiphonidae,"belongs to",Mactridae,"J. G.",Carter,"C. R.",Altaba,"L. C. Anderson, R. Araujo, A. S. Biakov, A. E. Bogan, D. C. Campbell, M. Campbell, J. H. Chen, J. C. W. Cope, G. Delvene, H. H. Dijkstra, Z. J. Fang, R. N. Gardner, V. A. Gavrilova, I. A. Goncharova, P. J. Harries, J. H. Hartman, M. Hautmann, et al.",2011
Venerini,"belongs to",Venerinae,"J. G.",Carter,"C. R.",Altaba,"L. C. Anderson, R. Araujo, A. S. Biakov, A. E. Bogan, D. C. Campbell, M. Campbell, J. H. Chen, J. C. W. Cope, G. Delvene, H. H. Dijkstra, Z. J. Fang, R. N. Gardner, V. A. Gavrilova, I. A. Goncharova, P. J. Harries, J. H. Hartman, M. Hautmann, et al.",2011
Venerina,"belongs to",Venerini,"J. G.",Carter,"C. R.",Altaba,"L. C. Anderson, R. Araujo, A. S. Biakov, A. E. Bogan, D. C. Campbell, M. Campbell, J. H. Chen, J. C. W. Cope, G. Delvene, H. H. Dijkstra, Z. J. Fang, R. N. Gardner, V. A. Gavrilova, I. A. Goncharova, P. J. Harries, J. H. Hartman, M. Hautmann, et al.",2011
Chioninae,"belongs to",Venerini,"J. G.",Carter,"C. R.",Altaba,"L. C. Anderson, R. Araujo, A. S. Biakov, A. E. Bogan, D. C. Campbell, M. Campbell, J. H. Chen, J. C. W. Cope, G. Delvene, H. H. Dijkstra, Z. J. Fang, R. N. Gardner, V. A. Gavrilova, I. A. Goncharova, P. J. Harries, J. H. Hartman, M. Hautmann, et al.",2011
Tapetinae,"belongs to",Venerinae,"J. G.",Carter,"C. R.",Altaba,"L. C. Anderson, R. Araujo, A. S. Biakov, A. E. Bogan, D. C. Campbell, M. Campbell, J. H. Chen, J. C. W. Cope, G. Delvene, H. H. Dijkstra, Z. J. Fang, R. N. Gardner, V. A. Gavrilova, I. A. Goncharova, P. J. Harries, J. H. Hartman, M. Hautmann, et al.",2011
Dosiniinae,"belongs to",Venerinae,"J. G.",Carter,"C. R.",Altaba,"L. C. Anderson, R. Araujo, A. S. Biakov, A. E. Bogan, D. C. Campbell, M. Campbell, J. H. Chen, J. C. W. Cope, G. Delvene, H. H. Dijkstra, Z. J. Fang, R. N. Gardner, V. A. Gavrilova, I. A. Goncharova, P. J. Harries, J. H. Hartman, M. Hautmann, et al.",2011
Meretricini,"belongs to",Meretricinae,"J. G.",Carter,"C. R.",Altaba,"L. C. Anderson, R. Araujo, A. S. Biakov, A. E. Bogan, D. C. Campbell, M. Campbell, J. H. Chen, J. C. W. Cope, G. Delvene, H. H. Dijkstra, Z. J. Fang, R. N. Gardner, V. A. Gavrilova, I. A. Goncharova, P. J. Harries, J. H. Hartman, M. Hautmann, et al.",2011
Meretricina,"belongs to",Meretricini,"J. G.",Carter,"C. R.",Altaba,"L. C. Anderson, R. Araujo, A. S. Biakov, A. E. Bogan, D. C. Campbell, M. Campbell, J. H. Chen, J. C. W. Cope, G. Delvene, H. H. Dijkstra, Z. J. Fang, R. N. Gardner, V. A. Gavrilova, I. A. Goncharova, P. J. Harries, J. H. Hartman, M. Hautmann, et al.",2011
Callocardiidae,"belongs to",Meretricini,"J. G.",Carter,"C. R.",Altaba,"L. C. Anderson, R. Araujo, A. S. Biakov, A. E. Bogan, D. C. Campbell, M. Campbell, J. H. Chen, J. C. W. Cope, G. Delvene, H. H. Dijkstra, Z. J. Fang, R. N. Gardner, V. A. Gavrilova, I. A. Goncharova, P. J. Harries, J. H. Hartman, M. Hautmann, et al.",2011
Clementiinae,"belongs to",Meretricini,"J. G.",Carter,"C. R.",Altaba,"L. C. Anderson, R. Araujo, A. S. Biakov, A. E. Bogan, D. C. Campbell, M. Campbell, J. H. Chen, J. C. W. Cope, G. Delvene, H. H. Dijkstra, Z. J. Fang, R. N. Gardner, V. A. Gavrilova, I. A. Goncharova, P. J. Harries, J. H. Hartman, M. Hautmann, et al.",2011
Cyclininae,"belongs to",Meretricini,"J. G.",Carter,"C. R.",Altaba,"L. C. Anderson, R. Araujo, A. S. Biakov, A. E. Bogan, D. C. Campbell, M. Campbell, J. H. Chen, J. C. W. Cope, G. Delvene, H. H. Dijkstra, Z. J. Fang, R. N. Gardner, V. A. Gavrilova, I. A. Goncharova, P. J. Harries, J. H. Hartman, M. Hautmann, et al.",2011
Gemminae,"belongs to",Meretricini,"J. G.",Carter,"C. R.",Altaba,"L. C. Anderson, R. Araujo, A. S. Biakov, A. E. Bogan, D. C. Campbell, M. Campbell, J. H. Chen, J. C. W. Cope, G. Delvene, H. H. Dijkstra, Z. J. Fang, R. N. Gardner, V. A. Gavrilova, I. A. Goncharova, P. J. Harries, J. H. Hartman, M. Hautmann, et al.",2011
Petricolidae,"belongs to",Meretricini,"J. G.",Carter,"C. R.",Altaba,"L. C. Anderson, R. Araujo, A. S. Biakov, A. E. Bogan, D. C. Campbell, M. Campbell, J. H. Chen, J. C. W. Cope, G. Delvene, H. H. Dijkstra, Z. J. Fang, R. N. Gardner, V. A. Gavrilova, I. A. Goncharova, P. J. Harries, J. H. Hartman, M. Hautmann, et al.",2011
Samarangiinae,"belongs to",Meretricini,"J. G.",Carter,"C. R.",Altaba,"L. C. Anderson, R. Araujo, A. S. Biakov, A. E. Bogan, D. C. Campbell, M. Campbell, J. H. Chen, J. C. W. Cope, G. Delvene, H. H. Dijkstra, Z. J. Fang, R. N. Gardner, V. A. Gavrilova, I. A. Goncharova, P. J. Harries, J. H. Hartman, M. Hautmann, et al.",2011
Sunettina,"belongs to",Meretricini,"J. G.",Carter,"C. R.",Altaba,"L. C. Anderson, R. Araujo, A. S. Biakov, A. E. Bogan, D. C. Campbell, M. Campbell, J. H. Chen, J. C. W. Cope, G. Delvene, H. H. Dijkstra, Z. J. Fang, R. N. Gardner, V. A. Gavrilova, I. A. Goncharova, P. J. Harries, J. H. Hartman, M. Hautmann, et al.",2011
Turtoniidae,"belongs to",Meretricini,"J. G.",Carter,"C. R.",Altaba,"L. C. Anderson, R. Araujo, A. S. Biakov, A. E. Bogan, D. C. Campbell, M. Campbell, J. H. Chen, J. C. W. Cope, G. Delvene, H. H. Dijkstra, Z. J. Fang, R. N. Gardner, V. A. Gavrilova, I. A. Goncharova, P. J. Harries, J. H. Hartman, M. Hautmann, et al.",2011
Gouldiidae,"belongs to",Meretricinae,"J. G.",Carter,"C. R.",Altaba,"L. C. Anderson, R. Araujo, A. S. Biakov, A. E. Bogan, D. C. Campbell, M. Campbell, J. H. Chen, J. C. W. Cope, G. Delvene, H. H. Dijkstra, Z. J. Fang, R. N. Gardner, V. A. Gavrilova, I. A. Goncharova, P. J. Harries, J. H. Hartman, M. Hautmann, et al.",2011
Gouldiina,"belongs to",Gouldiidae,"J. G.",Carter,"C. R.",Altaba,"L. C. Anderson, R. Araujo, A. S. Biakov, A. E. Bogan, D. C. Campbell, M. Campbell, J. H. Chen, J. C. W. Cope, G. Delvene, H. H. Dijkstra, Z. J. Fang, R. N. Gardner, V. A. Gavrilova, I. A. Goncharova, P. J. Harries, J. H. Hartman, M. Hautmann, et al.",2011
Lioconchinae,"belongs to",Gouldiidae,"J. G.",Carter,"C. R.",Altaba,"L. C. Anderson, R. Araujo, A. S. Biakov, A. E. Bogan, D. C. Campbell, M. Campbell, J. H. Chen, J. C. W. Cope, G. Delvene, H. H. Dijkstra, Z. J. Fang, R. N. Gardner, V. A. Gavrilova, I. A. Goncharova, P. J. Harries, J. H. Hartman, M. Hautmann, et al.",2011
Dreissenoitei,"belongs to",Veneroida,"J. G.",Carter,"C. R.",Altaba,"L. C. Anderson, R. Araujo, A. S. Biakov, A. E. Bogan, D. C. Campbell, M. Campbell, J. H. Chen, J. C. W. Cope, G. Delvene, H. H. Dijkstra, Z. J. Fang, R. N. Gardner, V. A. Gavrilova, I. A. Goncharova, P. J. Harries, J. H. Hartman, M. Hautmann, et al.",2011
Dreisseninae,"belongs to",Dreissenidae,"J. G.",Carter,"C. R.",Altaba,"L. C. Anderson, R. Araujo, A. S. Biakov, A. E. Bogan, D. C. Campbell, M. Campbell, J. H. Chen, J. C. W. Cope, G. Delvene, H. H. Dijkstra, Z. J. Fang, R. N. Gardner, V. A. Gavrilova, I. A. Goncharova, P. J. Harries, J. H. Hartman, M. Hautmann, et al.",2011
Dreissenomyinae,"belongs to",Dreissenidae,"J. G.",Carter,"C. R.",Altaba,"L. C. Anderson, R. Araujo, A. S. Biakov, A. E. Bogan, D. C. Campbell, M. Campbell, J. H. Chen, J. C. W. Cope, G. Delvene, H. H. Dijkstra, Z. J. Fang, R. N. Gardner, V. A. Gavrilova, I. A. Goncharova, P. J. Harries, J. H. Hartman, M. Hautmann, et al.",2011
Sphaeriinae,"belongs to",Sphaeriidae,"J. G.",Carter,"C. R.",Altaba,"L. C. Anderson, R. Araujo, A. S. Biakov, A. E. Bogan, D. C. Campbell, M. Campbell, J. H. Chen, J. C. W. Cope, G. Delvene, H. H. Dijkstra, Z. J. Fang, R. N. Gardner, V. A. Gavrilova, I. A. Goncharova, P. J. Harries, J. H. Hartman, M. Hautmann, et al.",2011
Euperidae,"belongs to",Sphaeriidae,"J. G.",Carter,"C. R.",Altaba,"L. C. Anderson, R. Araujo, A. S. Biakov, A. E. Bogan, D. C. Campbell, M. Campbell, J. H. Chen, J. C. W. Cope, G. Delvene, H. H. Dijkstra, Z. J. Fang, R. N. Gardner, V. A. Gavrilova, I. A. Goncharova, P. J. Harries, J. H. Hartman, M. Hautmann, et al.",2011
Pisidiidae,"belongs to",Sphaeriidae,"J. G.",Carter,"C. R.",Altaba,"L. C. Anderson, R. Araujo, A. S. Biakov, A. E. Bogan, D. C. Campbell, M. Campbell, J. H. Chen, J. C. W. Cope, G. Delvene, H. H. Dijkstra, Z. J. Fang, R. N. Gardner, V. A. Gavrilova, I. A. Goncharova, P. J. Harries, J. H. Hartman, M. Hautmann, et al.",2011
Neomiodontinae,"belongs to",Neomiodontidae,"J. G.",Carter,"C. R.",Altaba,"L. C. Anderson, R. Araujo, A. S. Biakov, A. E. Bogan, D. C. Campbell, M. Campbell, J. H. Chen, J. C. W. Cope, G. Delvene, H. H. Dijkstra, Z. J. Fang, R. N. Gardner, V. A. Gavrilova, I. A. Goncharova, P. J. Harries, J. H. Hartman, M. Hautmann, et al.",2011
Eomiodontinae,"belongs to",Neomiodontidae,"J. G.",Carter,"C. R.",Altaba,"L. C. Anderson, R. Araujo, A. S. Biakov, A. E. Bogan, D. C. Campbell, M. Campbell, J. H. Chen, J. C. W. Cope, G. Delvene, H. H. Dijkstra, Z. J. Fang, R. N. Gardner, V. A. Gavrilova, I. A. Goncharova, P. J. Harries, J. H. Hartman, M. Hautmann, et al.",2011
Gastrochaenidina,"belongs to",Cardiida,"J. G.",Carter,"C. R.",Altaba,"L. C. Anderson, R. Araujo, A. S. Biakov, A. E. Bogan, D. C. Campbell, M. Campbell, J. H. Chen, J. C. W. Cope, G. Delvene, H. H. Dijkstra, Z. J. Fang, R. N. Gardner, V. A. Gavrilova, I. A. Goncharova, P. J. Harries, J. H. Hartman, M. Hautmann, et al.",2011
Gastrochaeninae,"belongs to",Gastrochaenidae,"J. G.",Carter,"C. R.",Altaba,"L. C. Anderson, R. Araujo, A. S. Biakov, A. E. Bogan, D. C. Campbell, M. Campbell, J. H. Chen, J. C. W. Cope, G. Delvene, H. H. Dijkstra, Z. J. Fang, R. N. Gardner, V. A. Gavrilova, I. A. Goncharova, P. J. Harries, J. H. Hartman, M. Hautmann, et al.",2011
Anthracosiidina,"belongs to",Cardiida,"J. G.",Carter,"C. R.",Altaba,"L. C. Anderson, R. Araujo, A. S. Biakov, A. E. Bogan, D. C. Campbell, M. Campbell, J. H. Chen, J. C. W. Cope, G. Delvene, H. H. Dijkstra, Z. J. Fang, R. N. Gardner, V. A. Gavrilova, I. A. Goncharova, P. J. Harries, J. H. Hartman, M. Hautmann, et al.",2011
Anthracosiacea,"belongs to",Anthracosiidina,"J. G.",Carter,"C. R.",Altaba,"L. C. Anderson, R. Araujo, A. S. Biakov, A. E. Bogan, D. C. Campbell, M. Campbell, J. H. Chen, J. C. W. Cope, G. Delvene, H. H. Dijkstra, Z. J. Fang, R. N. Gardner, V. A. Gavrilova, I. A. Goncharova, P. J. Harries, J. H. Hartman, M. Hautmann, et al.",2011
Shaanxiconchidae,"belongs to",Anthracosiacea,"J. G.",Carter,"C. R.",Altaba,"L. C. Anderson, R. Araujo, A. S. Biakov, A. E. Bogan, D. C. Campbell, M. Campbell, J. H. Chen, J. C. W. Cope, G. Delvene, H. H. Dijkstra, Z. J. Fang, R. N. Gardner, V. A. Gavrilova, I. A. Goncharova, P. J. Harries, J. H. Hartman, M. Hautmann, et al.",2011
Prilukielloidea,"belongs to",Anthracosiidina,"J. G.",Carter,"C. R.",Altaba,"L. C. Anderson, R. Araujo, A. S. Biakov, A. E. Bogan, D. C. Campbell, M. Campbell, J. H. Chen, J. C. W. Cope, G. Delvene, H. H. Dijkstra, Z. J. Fang, R. N. Gardner, V. A. Gavrilova, I. A. Goncharova, P. J. Harries, J. H. Hartman, M. Hautmann, et al.",2011
Senderzoniellidae,"belongs to",Prilukielloidea,"J. G.",Carter,"C. R.",Altaba,"L. C. Anderson, R. Araujo, A. S. Biakov, A. E. Bogan, D. C. Campbell, M. Campbell, J. H. Chen, J. C. W. Cope, G. Delvene, H. H. Dijkstra, Z. J. Fang, R. N. Gardner, V. A. Gavrilova, I. A. Goncharova, P. J. Harries, J. H. Hartman, M. Hautmann, et al.",2011
Leptonidina,"belongs to",Cardiida,"J. G.",Carter,"C. R.",Altaba,"L. C. Anderson, R. Araujo, A. S. Biakov, A. E. Bogan, D. C. Campbell, M. Campbell, J. H. Chen, J. C. W. Cope, G. Delvene, H. H. Dijkstra, Z. J. Fang, R. N. Gardner, V. A. Gavrilova, I. A. Goncharova, P. J. Harries, J. H. Hartman, M. Hautmann, et al.",2011
