child_name,status,parent_name,author1init,author1last,author2init,author2last,otherauthors,pubyr
Homilopsocidea,"belongs to",Psocomorpha,C.,Lienhard,"C. N.",Smithers,,2002
Nanopsocetae,"belongs to",Troctomorpha,C.,Lienhard,"C. N.",Smithers,,2002
Trogiidae,"belongs to",Atropetae,C.,Lienhard,"C. N.",Smithers,,2002
Pseudocaeciliidae,"belongs to",Homilopsocidea,C.,Lienhard,"C. N.",Smithers,,2002
Archaeatropidae,"belongs to",Atropetae,C.,Lienhard,"C. N.",Smithers,,2002
Psocathropetae,"belongs to",Trogiomorpha,C.,Lienhard,"C. N.",Smithers,,2002
Amphientometae,"belongs to",Troctomorpha,C.,Lienhard,"C. N.",Smithers,,2002
Electrentomoidea,"belongs to",Amphientometae,C.,Lienhard,"C. N.",Smithers,,2002
Electrentominae,"belongs to",Electrentomoidea,C.,Lienhard,"C. N.",Smithers,,2002
Amphientomoidea,"belongs to",Amphientometae,C.,Lienhard,"C. N.",Smithers,,2002
Amphientominae,"belongs to",Amphientomidae,C.,Lienhard,"C. N.",Smithers,,2002
Embidopsocinae,"belongs to",Liposcelidae,C.,Lienhard,"C. N.",Smithers,,2002
Liposcelidinae,"belongs to",Liposcelidae,C.,Lienhard,"C. N.",Smithers,,2002
Tapinellinae,"belongs to",Pachytroctinae,C.,Lienhard,"C. N.",Smithers,,2002
Caeciliusoidea,"belongs to",Caeciliusetae,C.,Lienhard,"C. N.",Smithers,,2002
Caeciliinae,"belongs to",Caeciliusidae,C.,Lienhard,"C. N.",Smithers,,2002
Coryphacini,"belongs to",Caeciliinae,C.,Lienhard,"C. N.",Smithers,,2002
Amphipsocidae,"belongs to",Caeciliusoidea,C.,Lienhard,"C. N.",Smithers,,2002
Amphipsocinae,"belongs to",Amphipsocidae,C.,Lienhard,"C. N.",Smithers,,2002
Kolbiini,"belongs to",Amphipsocinae,C.,Lienhard,"C. N.",Smithers,,2002
Eolachesillinae,"belongs to",Lachesillidae,C.,Lienhard,"C. N.",Smithers,,2002
Graphocaeciliini,"belongs to",Eolachesillinae,C.,Lienhard,"C. N.",Smithers,,2002
Eolachesillini,"belongs to",Eolachesillinae,C.,Lienhard,"C. N.",Smithers,,2002
Electropsocinae,"belongs to",Pseudocaeciliidae,C.,Lienhard,"C. N.",Smithers,,2002
Philotarsidae,"belongs to",Homilopsocidea,C.,Lienhard,"C. N.",Smithers,,2002
Philotarsinae,"belongs to",Philotarsidae,C.,Lienhard,"C. N.",Smithers,,2002
Elipsocidae,"belongs to",Homilopsocidea,C.,Lienhard,"C. N.",Smithers,,2002
Elipsocinae,"belongs to",Elipsocidae,C.,Lienhard,"C. N.",Smithers,,2002
Psocinae,"belongs to",Psocidae,C.,Lienhard,"C. N.",Smithers,,2002
Ptyctini,"belongs to",Psocinae,C.,Lienhard,"C. N.",Smithers,,2002
Psocini,"belongs to",Psocinae,C.,Lienhard,"C. N.",Smithers,,2002
Greenideinae,"belongs to",Aphidoidea,P.,Wegierek,E.,Peñalver,,2002
Pachytroctinae,"belongs to",Nanopsocetae,C.,Lienhard,"C. N.",Smithers,,2002
Phlebolepididae,"belongs to",Phlebolepidiformes,"T. M.",Marss,"M. V.",Wilson,"R. Thorsteinsson",2002
Eestilepididae,"belongs to",Thelodontiformes,"T. M.",Marss,"M. V.",Wilson,"R. Thorsteinsson",2002
Huaxiraphidiidae,"subjective synonym of",Mesoraphidiidae,"M. S.",Engel,,,,2002
Jilinoraphidiidae,"subjective synonym of",Mesoraphidiidae,"M. S.",Engel,,,,2002
Sinoraphidiidae,"subjective synonym of",Mesoraphidiidae,"M. S.",Engel,,,,2002
Euonychophora,"belongs to",Onychophora,"M. S.",Engel,"D. A.",Grimaldi,,2002
Ontonychophora,"subjective synonym of",Euonychophora,"M. S.",Engel,"D. A.",Grimaldi,,2002
Peripatidae,"belongs to",Euonychophora,"M. S.",Engel,"D. A.",Grimaldi,,2002
Corydioidea,"belongs to",Blattodea,"Y. C.",Hong,,,,2002
Corydidae,"belongs to",Corydioidea,"Y. C.",Hong,,,,2002
Phloeomyzinae,"belongs to",Aphidoidea,"Y. C.",Hong,,,,2002
Tritarsusidae,"belongs to",Adephaga,"Y. C.",Hong,,,,2002
Sinisilvanidae,"belongs to",Cucujoidea,"Y. C.",Hong,,,,2002
Hesperinidae,"belongs to",Culicoidea,"Y. C.",Hong,,,,2002
Culicoidea,"belongs to",Culicomorpha,"Y. C.",Hong,,,,2002
Fushunitendipini,"belongs to",Chironominae,"Y. C.",Hong,,,,2002
Longicopulini,"belongs to",Chironominae,"Y. C.",Hong,,,,2002
Lacusitendipini,"belongs to",Chironominae,"Y. C.",Hong,,,,2002
Frutexitendipini,"belongs to",Chironominae,"Y. C.",Hong,,,,2002
Asiatendipini,"belongs to",Chironominae,"Y. C.",Hong,,,,2002
Hamicaudini,"belongs to",Chironominae,"Y. C.",Hong,,,,2002
Scatopsinae,"belongs to",Scatopsidae,"Y. C.",Hong,,,,2002
Huaxiasciaritidae,"belongs to",Mycetophiloidea,"Y. C.",Hong,,,,2002
Huaxiasciaritinae,"belongs to",Huaxiasciaritidae,"Y. C.",Hong,,,,2002
Recticorninae,"belongs to",Huaxiasciaritidae,"Y. C.",Hong,,,,2002
Solosciaritinae,"belongs to",Huaxiasciaritidae,"Y. C.",Hong,,,,2002
Eomycetinae,"belongs to",Mycetophilidae,"Y. C.",Hong,,,,2002
Eomycetini,"belongs to",Eomycetinae,"Y. C.",Hong,,,,2002
Minymycetini,"belongs to",Eomycetinae,"Y. C.",Hong,,,,2002
Sinoditomyiidae,"belongs to",Mycetophiloidea,"Y. C.",Hong,,,,2002
Macrocerinae,"belongs to",Mycetophiloidea,"Y. C.",Hong,,,,2002
Hongocaloneuridae,"belongs to",Anisopodoidea,"Y. C.",Hong,,,,2002
Clinoceratinae,"belongs to",Empididae,"Y. C.",Hong,,,,2002
Corynetinae,"belongs to",Empididae,"Y. C.",Hong,,,,2002
Eodolichopoditinae,"belongs to",Dolichopodidae,"Y. C.",Hong,,,,2002
Phorinae,"belongs to",Phoridae,"Y. C.",Hong,,,,2002
Eostephanitidae,"belongs to",Stephanoidea,"Y. C.",Hong,,,,2002
Brachyceritidae,"belongs to",Chalcidoidea,"Y. C.",Hong,,,,2002
Cleonyminae,"belongs to",Chalcidoidea,"Y. C.",Hong,,,,2002
Expansicornidae,"belongs to",Chalcidoidea,"Y. C.",Hong,,,,2002
Dorylinae,"belongs to",Formicidae,"Y. C.",Hong,,,,2002
Aenictinae,"belongs to",Formicidae,"Y. C.",Hong,,,,2002
Tachyporini,"belongs to",Tachyporinae,G.,Pasnik,D.,Kubisz,,2002
Mesoporini,"belongs to",Aleocharinae,G.,Pasnik,D.,Kubisz,,2002
Bolitocharini,"belongs to",Aleocharinae,G.,Pasnik,D.,Kubisz,,2002
Aleocharini,"belongs to",Aleocharinae,G.,Pasnik,D.,Kubisz,,2002
Archizygopteroidea,"belongs to",Protozygoptera,"E. A.",Jarzembowski,A.,Nel,,2002
Laevirhynchiidae,"belongs to",Norellidae,A.,Williams,"C. H. C.",Brunton,"S. J. Carlson, F. Alvarez, R. B. Blodgett, A. J. Boucot, P. Copper, A. S. Dagys, R. E. Grant, Y.-G. Jin, D. I. MacKinnon, M. O. Mancenido, E. F. Owen, J.-Y. Rong, N. M. Savage, D.-L. Sun",2002
Prohemeroscopidae,"belongs to",Paucipostnodalia,G.,Bechly,K.,Ueda,,2002
Paucipostnodalia,"belongs to",Brachystigmata,G.,Bechly,K.,Ueda,,2002
Bolcathoridae,"belongs to",Polythoroidea,G.,Gentilini,,,,2002
Polythoroidea,"belongs to",Euphaeida,G.,Gentilini,,,,2002
Bolcacorduliidae,"belongs to",Anauriculida,G.,Gentilini,,,,2002
Pholidoptilidae,"belongs to",Protanisoptera,A.,Huguet,A.,Nel,"X. Martinez-Delclos, G. Bechly, R. Martins-Neto",2002
Neurankylidae,"belongs to",Baenidae,"P. A.",Holroyd,"J. H.",Hutchison,,2002
Kinosternoidae,"belongs to",Cryptodira,"P. A.",Holroyd,"J. H.",Hutchison,,2002
Plastomenidae,"belongs to",Trionychidae,"P. A.",Holroyd,"J. H.",Hutchison,,2002
Porifera,"belongs to",Parazoa,W.,Kiessling,,,,2003
Carybdeida,"belongs to",Cubozoa,W.,Kiessling,,,,2003
Annelida,"belongs to",Eutrochozoa,W.,Kiessling,,,,2003
Cyrtonellida,"belongs to",Tergomya,"D. E.",Evans,J.C.W.,Cope,,2003
Patellogastropoda,"subjective synonym of",Docoglossa,P.,Jeffery,,,,2003
Euomphalina,"belongs to",Eogastropoda,P.,Jeffery,,,,2003
Neogastropoda,"belongs to",Caenogastropoda,"M. A.",Snyder,,,,2003
Ammonoidea,"belongs to",Cephalopoda,W.,Kiessling,,,,2003
Phragmoteuthida,"belongs to",Coleoidea,"L. A.",Doguzhaeva,"R. H.",Mapes,"H. Mutvei",2003
Copepoda,"belongs to",Crustacea,W.,Kiessling,,,,2003
Cirripedia,"belongs to",Crustacea,W.,Kiessling,,,,2003
Malacostraca,"belongs to",Crustacea,W.,Kiessling,,,,2003
Ostracoda,"belongs to",Crustacea,W.,Kiessling,,,,2003
Myodocopida,"belongs to",Myodocopa,"D. J.",Siveter,"M. D.",Sutton,"D. E. G. Briggs, D. J. Siveter",2003
Lingulata,"belongs to",Linguliformea,,Emig,,,,2003
Craniida,"belongs to",Craniata,W.,Kiessling,,,,2003
Orthida,"belongs to",Rhynchonellata,"J. L.",Benedetto,,,,2003
Pentamerida,"belongs to",Rhynchonellata,"J. L.",Benedetto,,,,2003
Dactylochirotida,"belongs to",Holothuridea,M.,Reich,,,,2003
Trichasteropsida,"belongs to",Forcipulatacea,"D. B.",Blake,H.,Hagdorn,,2003
Holectypoida,"belongs to",Gnathostomata,R.,Berndt,,,,2003
Cassiduloida,"belongs to",Atelostomata,R.,Berndt,,,,2003
Spatangoida,"belongs to",Echinus,R.,Berndt,,,,2003
Myxiniformes,"belongs to",Vertebrata,A.,Meyer,R.,Zardoya,,2003
Chondrichthyes,"belongs to",Gnathostomata,A.,Meyer,R.,Zardoya,,2003
Orectolobiformes,"belongs to",Galeoidea,J.,Kriwet,,,,2003
Lamniformes,"belongs to",Euselachii,"P. L.",Forey,L.,Yi,"C. Patterson, C. E. Davis",2003
Rajiformes,"belongs to",Euselachii,"P. L.",Forey,L.,Yi,"C. Patterson, C. E. Davis",2003
Acipenseriformes,"belongs to",Neopterygii,A.,Meyer,R.,Zardoya,,2003
Pycnodontiformes,"belongs to",Neopterygii,"P. L.",Forey,L.,Yi,"C. Patterson, C. E. Davis",2003
Amiiformes,"belongs to",Neopterygii,A.,Meyer,R.,Zardoya,,2003
Elopiformes,"belongs to",Elopomorpha,"P. L.",Forey,L.,Yi,"C. Patterson, C. E. Davis",2003
Anguilliformes,"belongs to",Elopomorpha,"P. L.",Forey,L.,Yi,"C. Patterson, C. E. Davis",2003
Clupeiformes,"belongs to",Clupeomorpha,"P. L.",Forey,L.,Yi,"C. Patterson, C. E. Davis",2003
Alepisauriformes,"belongs to",Eurypterygii,"P. L.",Forey,L.,Yi,"C. Patterson, C. E. Davis",2003
Aulopiformes,"belongs to",Eurypterygii,"P. L.",Forey,L.,Yi,"C. Patterson, C. E. Davis",2003
Beryciformes,"belongs to",Euacanthopterygii,"P. L.",Forey,L.,Yi,"C. Patterson, C. E. Davis",2003
Amphibia,"belongs to",Tetrapoda,A.,Meyer,R.,Zardoya,,2003
Reptilia,"belongs to",Amniota,A.,Meyer,R.,Zardoya,,2003
Chelonia,"subjective synonym of",Testudines,"J. F.",Parham,"J. H.",Hutchison,,2003
Squamata,"belongs to",Lepidosauria,A.,Meyer,R.,Zardoya,,2003
Squamata,"belongs to",Lepidosauria,"D. W.",Krause,"S. E.",Evans,"K.-Q. Gao",2003
Aves,"belongs to",Maniraptora,"O. W. M.",Rauhut,,,,2003
Sphenisciformes,"belongs to",Pansphenisciformes,"J. A.",Clarke,"E. B.",Olivero,"P. Puerta",2003
Mammalia,"belongs to",Mammaliaformes,Z.-X.,Luo,Q.,Ji,"J. R. Wible, C.-X. Yuan",2003
Gymnophiona,"belongs to",Lissamphibia,A.,Meyer,R.,Zardoya,,2003
Hynobiidae,"belongs to",Cryptobranchoidea,K.-Q.,Gao,"N. H.",Shubin,,2003
Cryptobranchidae,"belongs to",Cryptobranchoidea,K.-Q.,Gao,"N. H.",Shubin,,2003
Anuri,"belongs to",Batrachia,A.,Meyer,R.,Zardoya,,2003
Discoglossidae,"belongs to",Anuri,M.,Venczel,Z.,Csiki,,2003
Procolophonidae,"belongs to",Procolophonia,S.P.,Modesto,"R. J.",Damiani,,2003
Cryptodira,"belongs to",Testudines,"D. B.",Brinkman,,,,2003
Baenidae,"belongs to",Cryptodira,"D. B.",Brinkman,,,,2003
Lepidosauromorpha,"belongs to",Reptilia,A.,Meyer,R.,Zardoya,,2003
Sphenodonta,"belongs to",Lepidosauria,A.,Meyer,R.,Zardoya,,2003
Sphenodontidae,"belongs to",Sphenodonta,"T. H.",Worthy,"J. A.",Grant-Mackie,,2003
Sphenodontidae,"belongs to",Sphenodontia,"M. E.",Simon,"A. W. A.",Kellner,,2003
Cordylidae,"belongs to",Cordyliformes,"D. W.",Krause,"S. E.",Evans,"K.-Q. Gao",2003
Dinilysiidae,"belongs to",Serpentes,"M. W.",Caldwell,A.,Albino,,2003
Elasmosauridae,"belongs to",Plesiosauria,T.,Sato,,,,2003
Elasmosauridae,"belongs to",Plesiosauroidea,Z.,Gasparini,N.,Bardet,"J. E. Martin, M. Fernandez",2003
Archosauromorpha,"belongs to",Reptilia,A.,Meyer,R.,Zardoya,,2003
Sphenosuchidae,"belongs to",Crocodilomorphi,H.-D.,Sues,"P. E.",Olsen,"J. G. Carter, D. M. Scott",2003
Dimorphodontidae,"belongs to",Macronychoptera,"D. M.",Unwin,,,,2003
Eudimorphodontidae,"belongs to",Pterosauria,P.,Wellnhofer,,,,2003
Campylognathoididae,"belongs to",Lonchognatha,"D. M.",Unwin,,,,2003
Dsungaripteridae,"belongs to",Dsungaripteroidea,"D. M.",Unwin,,,,2003
Herrerasauridae,"belongs to",Theropoda,"O. W. M.",Rauhut,,,,2003
Ornithomimidae,"belongs to",Ornithomimosauria,Y.,Kobayashi,R.,Barsbold,,2003
Ornithomimidae,"belongs to",Ornithomimosauria,"O. W. M.",Rauhut,,,,2003
Therizinosauridae,"belongs to",Therizinosauroidea,"O. W. M.",Rauhut,,,,2003
Elmisauridae,"subjective synonym of",Caenagnathidae,"O. W. M.",Rauhut,,,,2003
Oviraptoridae,"belongs to",Oviraptorosauria,"O. W. M.",Rauhut,,,,2003
Dromaeosauridae,"belongs to",Deinonychosauria,"O. W. M.",Rauhut,,,,2003
Tyrannosauridae,"belongs to",Tyrannosauroidea,"O. W. M.",Rauhut,,,,2003
Prosauropoda,"belongs to",Sauropodomorpha,"L. A.",Leal,"S. A. K.",Azevedo,,2003
Titanosauridae,"belongs to",Titanosauria,"J. O.",Calvo,"B. J.","González Riga",,2003
Titanosauridae,"belongs to",Titanosauria,"B. J.",González-Riga,,,,2003
Titanosauridae,"belongs to",Titanosauroidea,L.,Salgado,,,,2003
Titanosauridae,"belongs to",Sauropodomorpha,"J. E.",Powell,,,,2003
Iguanodontidae,"belongs to",Iguanodontia,H.-L.,You,Z.-X.,Luo,"N. H. Shubin, L. M. Witmer, Z.-L. Tang, F. Tang",2003
Iguanodontidae,"belongs to",Iguanodontia,Y.,Kobayashi,Y.,Azuma,,2003
Hadrosauridae,"belongs to",Hadrosauroidea,H.,You,Q.,Ji,"J. Li, Y. Li",2003
Pachycephalosauridae,"belongs to",Pachycephalosauria,"T. E.",Williamson,"T. D.",Carr,,2003
Ankylosauria,"belongs to",Thyreophora,S.,"de Valais",S.,Apesteguía,"D. Udrizar Sauthier",2003
Nodosauridae,"belongs to",Ankylosauria,G.,Garcia,X.,Pereda-Suberbiola,,2003
Ankylosauridae,"belongs to",Ankylosauria,G.,Garcia,X.,Pereda-Suberbiola,,2003
Protoceratopsidae,"belongs to",Coronosauria,H.-L.,You,P.,Dodson,,2003
Ceratopsidae,"belongs to",Ceratopsoidea,H.-L.,You,P.,Dodson,,2003
Synapsida,"belongs to",Amniota,A.,Meyer,R.,Zardoya,,2003
Traversodontidae,"belongs to",Eucynodontia,F.,Abdala,"A. M.",Ribeiro,,2003
Palaeognathae,"belongs to",Neornithes,A.,Meyer,R.,Zardoya,,2003
Dinornithidae,"belongs to",Aves,"T. H.",Worthy,"J. A.",Grant-Mackie,,2003
Apterygidae,"belongs to",Aves,"T. H.",Worthy,"J. A.",Grant-Mackie,,2003
Neognathae,"belongs to",Neornithes,A.,Meyer,R.,Zardoya,,2003
Phasianidae,"belongs to",Galliformes,"U. B.",Gohlich,,,,2003
Aegialornithidae,"belongs to",Apodiformes,G.,Mayr,,,,2003
Apodidae,"belongs to",Apodiformes,G.,Mayr,,,,2003
Trochilidae,"belongs to",Apodiformes,G.,Mayr,,,,2003
Cariamae,"belongs to",Ralliformes,"H. M. F.",Alvarenga,E.,Holfing,,2003
Phorusrhacidae,"belongs to",Cariamae,"H. M. F.",Alvarenga,E.,Holfing,,2003
Laridae,"belongs to",Charadriiformes,"U. B.",Gohlich,,,,2003
Odontopterygia,"belongs to",Pelecaniformes,H.,Matsuoka,Y.,Koda,"K. Ono, Y. Hasegawa",2003
Pelagornithidae,"belongs to",Odontopterygia,H.,Matsuoka,Y.,Koda,"K. Ono, Y. Hasegawa",2003
Sulidae,"belongs to",Pelecaniformes,"U. B.",Gohlich,,,,2003
Phalacrocoracidae,"belongs to",Pelecaniformes,"U. B.",Gohlich,,,,2003
Spheniscidae,"belongs to",Sphenisciformes,"J. A.",Clarke,"E. B.",Olivero,"P. Puerta",2003
Spheniscidae,"belongs to",Sphenisciformes,M.,Stucchi,M.,Urbina,"A. Giraldo",2003
Microchiroptera,"belongs to",Chiroptera,"G. F.",Gunnell,"B. F.",Jacobs,"P. S. Herendeen, J. J. Head, E. Kowalski, C. P. Msuya, F. A. Mizambwa, T. Harrison, J. Habersetzer, G. Storch",2003
Lorisidae,"belongs to",Lorisiformes,"E. R.",Seiffert,"E. L.",Simons,"Y. Attia",2003
Anthropoidea,"belongs to",Primates,Y.,Chaimanee,D.,Jolly,"M. Benammi, P. Tafforeau, D. Duzer, I. Moussa, J.-J. Jaeger",2003
Hominoidea,"belongs to",Anthropoidea,Y.,Chaimanee,D.,Jolly,"M. Benammi, P. Tafforeau, D. Duzer, I. Moussa, J.-J. Jaeger",2003
Hominidae,"belongs to",Hominoidea,Y.,Chaimanee,D.,Jolly,"M. Benammi, P. Tafforeau, D. Duzer, I. Moussa, J.-J. Jaeger",2003
Phocidae,"belongs to",Phocoidea,"T. A.",Demere,A.,Berta,"P. J. Adam",2003
Amphicyonidae,"belongs to",Arctoidea,R.,Zhai,"R. L.",Ciochon,"Y. Tong, D. E. Savage, M. Morlo, P. A. Holroyd, G. F. Gunnell",2003
Desmatophocidae,"belongs to",Phocoidea,"T. A.",Demere,A.,Berta,"P. J. Adam",2003
Otariina,"belongs to",Pinnipedia,"T. A.",Demere,A.,Berta,"P. J. Adam",2003
Cricetidae,"belongs to",Muroidea,G.,D'Elía,,,,2003
Arctocyonidae,"belongs to",Procreodi,"M. C.",McKenna,"D. L.",Lofgren,,2003
Artiodactyla,"belongs to",Mammalia,J.-R.,Boisserie,M.,Brunet,"L. Andossa, P. Vignaud",2003
Hippopotamidae,"belongs to",Artiodactyla,J.-R.,Boisserie,M.,Brunet,"L. Andossa, P. Vignaud",2003
Merycoidodontidae,"belongs to",Artiodactyla,"D. C.",Parris,"B. S.",Grandstaff,,2003
Protoceratidae,"belongs to",Tylopoda,"S. D.",Webb,"B. L.",Beatty,"G. Poinar, Jr.",2003
Tragulidae,"belongs to",Tragulina,A.,Hassanin,"E. J. P.",Douzery,,2003
Moschidae,"belongs to",Pecora,A.,Hassanin,"E. J. P.",Douzery,,2003
Cervidae,"belongs to",Pecora,A.,Hassanin,"E. J. P.",Douzery,,2003
Giraffidae,"belongs to",Pecora,A.,Hassanin,"E. J. P.",Douzery,,2003
Antilocapridae,"belongs to",Pecora,A.,Hassanin,"E. J. P.",Douzery,,2003
Bovidae,"belongs to",Pecora,A.,Hassanin,"E. J. P.",Douzery,,2003
Archaeoceti,"belongs to",Cetacea,"J. H.",Geisler,"A. E.",Sanders,,2003
Protocetidae,"belongs to",Archaeoceti,"J. H.",Geisler,"A. E.",Sanders,,2003
Protocetidae,"belongs to",Archaeoceti,"R. E.",Fordyce,,,,2003
Basilosauridae,"belongs to",Archaeoceti,"J. H.",Geisler,"A. E.",Sanders,,2003
Basilosauridae,"belongs to",Archaeoceti,"R. E.",Fordyce,,,,2003
Odontoceti,"belongs to",Autoceta,"J. H.",Geisler,"A. E.",Sanders,,2003
Odontoceti,"belongs to",Neoceti,"R. E.",Fordyce,,,,2003
Kentriodontidae,"belongs to",Odontoceti,"J. H.",Geisler,"A. E.",Sanders,,2003
Squalodontidae,"belongs to",Odontoceti,"J. H.",Geisler,"A. E.",Sanders,,2003
Platanistina,"belongs to",Platanistoidea,"J. H.",Geisler,"A. E.",Sanders,,2003
Delphinidae,"belongs to",Odontoceti,"J. H.",Geisler,"A. E.",Sanders,,2003
Monodontidae,"belongs to",Odontoceti,"J. H.",Geisler,"A. E.",Sanders,,2003
Pontoporiidae,"belongs to",Platanistoidea,"J. H.",Geisler,"A. E.",Sanders,,2003
Physeteridae,"belongs to",Physeteroidea,"J. H.",Geisler,"A. E.",Sanders,,2003
Agorophiidae,"belongs to",Odontoceti,"J. H.",Geisler,"A. E.",Sanders,,2003
Mysticeti,"belongs to",Autoceta,"J. H.",Geisler,"A. E.",Sanders,,2003
Mysticeti,"belongs to",Neoceti,"R. E.",Fordyce,,,,2003
Aetiocetidae,"belongs to",Aetiocetoidea,"J. H.",Geisler,"A. E.",Sanders,,2003
Aetiocetidae,"belongs to",Mysticeti,"R. E.",Fordyce,,,,2003
Cetotheriinae,"belongs to",Balaenomorpha,"J. H.",Geisler,"A. E.",Sanders,,2003
Cetotheriinae,"belongs to",Mysticeti,"R. E.",Fordyce,,,,2003
Cetotheriinae,"belongs to",Mysticeti,K.,Yoshida,T.,Kimura,"Y. Hasegawa",2003
Eschrichtiidae,"belongs to",Balaenopteroidea,"J. H.",Geisler,"A. E.",Sanders,,2003
Eschrichtiidae,"belongs to",Mysticeti,"R. E.",Fordyce,,,,2003
Balaenopteridae,"belongs to",Balaenopteroidea,"J. H.",Geisler,"A. E.",Sanders,,2003
Balaenopteridae,"belongs to",Mysticeti,"R. E.",Fordyce,,,,2003
Balaenidae,"belongs to",Balaenoidea,M.,Bisconti,,,,2003
Balaenidae,"belongs to",Balaenoidea,"J. H.",Geisler,"A. E.",Sanders,,2003
Balaenidae,"belongs to",Mysticeti,"R. E.",Fordyce,,,,2003
Rhinocerotidae,"belongs to",Perissodactyla,T.,Deng,,,,2003
Orycteropodidae,"belongs to",Tubulidentata,M.,Pickford,,,,2003
Thyreophora,"belongs to",Ornithischia,S.,"de Valais",S.,Apesteguía,"D. Udrizar Sauthier",2003
Thyreophora,"belongs to",Ornithischia,"O. W. M.",Rauhut,,,,2003
Hadrosauroidea,"belongs to",Iguanodontia,H.-L.,You,Z.-X.,Luo,"N. H. Shubin, L. M. Witmer, Z.-L. Tang, F. Tang",2003
Hadrosauroidea,"belongs to",Hadrosauriformes,H.,You,Q.,Ji,"J. Li, Y. Li",2003
Marginocephalia,"belongs to",Ornithischia,"O. W. M.",Rauhut,,,,2003
Coronosauria,"belongs to",Neoceratopsia,H.-L.,You,P.,Dodson,,2003
Ceratopsoidea,"belongs to",Coronosauria,H.-L.,You,P.,Dodson,,2003
Pteranodontia,"belongs to",Euornithocheira,"D. M.",Unwin,,,,2003
Coeluridae,"belongs to",Coelurosauria,"O. W. M.",Rauhut,,,,2003
Physeteroidea,"belongs to",Odontoceti,"J. H.",Geisler,"A. E.",Sanders,,2003
Iniana,"belongs to",Platanistoidea,"J. H.",Geisler,"A. E.",Sanders,,2003
Remingtonocetidae,"belongs to",Archaeoceti,"J. H.",Geisler,"A. E.",Sanders,,2003
Remingtonocetidae,"belongs to",Archaeoceti,"R. E.",Fordyce,,,,2003
Pakicetinae,"belongs to",Archaeoceti,"J. H.",Geisler,"A. E.",Sanders,,2003
Pakicetinae,"belongs to",Archaeoceti,"R. E.",Fordyce,,,,2003
Ambulocetidae,"belongs to",Archaeoceti,"J. H.",Geisler,"A. E.",Sanders,,2003
Ambulocetidae,"belongs to",Archaeoceti,"R. E.",Fordyce,,,,2003
Llanocetidae,"belongs to",Aetiocetoidea,"J. H.",Geisler,"A. E.",Sanders,,2003
Llanocetidae,"belongs to",Mysticeti,"R. E.",Fordyce,,,,2003
Mammalodontidae,"belongs to",Aetiocetoidea,"J. H.",Geisler,"A. E.",Sanders,,2003
Mammalodontidae,"belongs to",Mysticeti,"R. E.",Fordyce,,,,2003
Chaeomysticeti,"belongs to",Mysticeti,"J. H.",Geisler,"A. E.",Sanders,,2003
Neobalaenidae,"belongs to",Balaenoidea,"J. H.",Geisler,"A. E.",Sanders,,2003
Neobalaenidae,"belongs to",Mysticeti,"R. E.",Fordyce,,,,2003
Platanistoidea,"belongs to",Odontoceti,"J. H.",Geisler,"A. E.",Sanders,,2003
Waipatiidae,"belongs to",Odontoceti,"J. H.",Geisler,"A. E.",Sanders,,2003
Squalodelphidae,"belongs to",Odontoceti,"J. H.",Geisler,"A. E.",Sanders,,2003
Lipotidae,"belongs to",Platanistoidea,"J. H.",Geisler,"A. E.",Sanders,,2003
Phocaenina,"belongs to",Odontoceti,"J. H.",Geisler,"A. E.",Sanders,,2003
Phocoidea,"belongs to",Pinnipedia,"T. A.",Demere,A.,Berta,"P. J. Adam",2003
Monachinae,"belongs to",Phocidae,"T. A.",Demere,A.,Berta,"P. J. Adam",2003
Phocinae,"belongs to",Phocidae,"I. A.",Koretsky,,,,2003
Phocinae,"belongs to",Phocidae,"T. A.",Demere,A.,Berta,"P. J. Adam",2003
Dusignathinae,"belongs to",Odobaenidae,"T. A.",Demere,A.,Berta,"P. J. Adam",2003
Odobeninae,"belongs to",Odobaenidae,"T. A.",Demere,A.,Berta,"P. J. Adam",2003
Spinosauroidea,"belongs to",Carnosauria,"O. W. M.",Rauhut,,,,2003
Tetanurae,"belongs to",Neotheropoda,"O. W. M.",Rauhut,,,,2003
Hadrosaurinae,"belongs to",Hadrosauridae,H.,You,Q.,Ji,"J. Li, Y. Li",2003
Lambeosaurinae,"belongs to",Hadrosauridae,H.,You,Q.,Ji,"J. Li, Y. Li",2003
Mesoeucrocodylia,"belongs to",Crocodyliformes,"J. V.","Rogers, II",,,,2003
Mesoeucrocodylia,"belongs to",Crocodyliformes,D.,Pol,,,,2003
Crocodyliformes,"belongs to",Crocodilomorphi,"J. V.","Rogers, II",,,,2003
Aporrhaidae,"belongs to",Neotaenioglossa,,Kiessling,,,,2003
Latomeandridae,"belongs to",Microsolenina,"R. C.",Baron-Szabo,A.,Hamedani,"B. Senowbari-Daryan",2003
Montlivaltiidae,"belongs to",Scleractinia,"R. C.",Baron-Szabo,A.,Hamedani,"B. Senowbari-Daryan",2003
Thecideidae,"belongs to",Thecideidina,N.,Olivier,P.,Hantzpergue,"C. Gaillard, B. Pittet, R. Leinfelder, D.U. Schmid, W. Werner",2003
Abelisauridae,"belongs to",Cerastosauria,"J. A.",Wilson,"P. C.",Sereno,"S. Srivastava, D. K. Bhatt, A. Khosla, A. Sahni",2003
Abelisauridae,"belongs to",Abelisauroidea,"O. W. M.",Rauhut,,,,2003
Carnosauria,"belongs to",Theropoda,"M. W.",Maisch,"A. T.",Matzke,,2003
