"phylum","class","order","family","otu"
"Mollusca","Gastropoda","","Trichotropidae","Garzasia"
"Mollusca","Cephalopoda","Ammonitida","Nostoceratidae","Pravitoceras"
"Mollusca","Gastropoda","","Calliotropidae","Cidarina"
"Mollusca","Gastropoda","","Ficidae","Bulbificopsis"
"Mollusca","Gastropoda","","Aporrhaidae","Teneposita"
"Mollusca","Cephalopoda","Ammonitida","Acanthoceratidae","Paracompsoceras"
"Mollusca","Gastropoda","","Aporrhaidae","Protohemichenopus"
"Mollusca","Gastropoda","","Aporrhaidae","Dimorphosoma"
"Mollusca","Gastropoda","","Strombidae","Stromboconus"
"Mollusca","Cephalopoda","Ammonitida","Ancyloceratidae","Proaustraliceras"
"Mollusca","Gastropoda","Sorbeoconcha","Procerithiidae","Bonarelliella"
"Mollusca","Gastropoda","","","Brachycerithium"
"Mollusca","Gastropoda","","Rissoidae","Rissocerithium"
"Mollusca","Gastropoda","","Rissoidae","Zebinostoma"
"Mollusca","Gastropoda","Murchisoniina","Porcelliidae","Faxetrochus"
"Mollusca","Gastropoda","","Turbinidae","Skeneoides"
"Mollusca","Gastropoda","","Ataphridae","Circulopsis"
"Mollusca","Gastropoda","","Ataphridae","Vexinia"
"Mollusca","Gastropoda","","Pickworthiidae","Faxia"
"Mollusca","Gastropoda","","Tornidae","Sigaretornus"
"Mollusca","Gastropoda","","Elachisinidae","Laeviphitus"
"Mollusca","Gastropoda","","Triviidae","Johnstrupia"
"Mollusca","Gastropoda","","Eulimidae","Polygyireulima"
"Mollusca","Gastropoda","","Triphoridae","Ogivia"
"Mollusca","Gastropoda","","Cerithiopsidae","Eocolina"
"Mollusca","Gastropoda","","Cerithiopsidae","Krachia"
"Mollusca","Gastropoda","","Cerithiopsidae","Specula"
"Mollusca","Gastropoda","","Newtoniellidae","Vatopsis"
"Mollusca","Gastropoda","","Newtoniellidae","Trituba"
"Mollusca","Gastropoda","Neogastropoda","Fasciolariidae","Conradconfusus"
"Mollusca","Gastropoda","","Orbitestellidae","Orbitestella"
"Mollusca","Gastropoda","","Amathinidae","Leucotina"
"Mollusca","Cephalopoda","Ammonitida","Ancyloceratidae","Volgoceratoides"
"Mollusca","Cephalopoda","Ammonitida","Ancyloceratidae","Koeneniceras"
"Mollusca","Gastropoda","Sorbeoconcha","Eustomatidae","Megistocerithium"
"Bryozoa","Gymnolaemata","Cheilostomata","Calloporidae","Reptoporina"
"Bryozoa","Gymnolaemata","Cheilostomata","Chlidoniidae","Crepis"
"Mollusca","Cephalopoda","Ammonitida","Lyelliceratidae","Pseudobrancoceras"
"Mollusca","Cephalopoda","Ammonitida","Anisoceratidae","Ndumuiceras"
"Mollusca","Cephalopoda","Ammonitida","Brancoceratidae","Dipoloceroides"
"Mollusca","Cephalopoda","Ammonitida","Brancoceratidae","Falloticeras"
"Bryozoa","Gymnolaemata","Cheilostomata","Steginoporellidae","Labioporella"
"Bryozoa","Gymnolaemata","Cheilostomata","Smittinidae","Hemismittoidea"
"Bryozoa","Gymnolaemata","Cheilostomata","Smittinidae","Houzeauina"
"Bryozoa","Gymnolaemata","Cheilostomata","Petraliidae","Petralia"
"Bryozoa","Gymnolaemata","Cheilostomata","Hippopodinidae","Archoporella"
"Bryozoa","Stenolaemata","Cyclostomata","Diastoporidae","Discosparsa"
"Bryozoa","Stenolaemata","Cyclostomata","Plagioeciidae","Tubigerina"
"Bryozoa","Gymnolaemata","Cheilostomata","Microporidae","Microporina"
"Bryozoa","Gymnolaemata","Cheilostomata","Steginoporellidae","Reniporella"
"Mollusca","Gastropoda","Sorbeoconcha","Cerithiidae","Jetwoodsia"
"Mollusca","Cephalopoda","Ammonitida","Anisoceratidae","Tarrantites"
"Mollusca","Cephalopoda","Ammonitida","Brancoceratidae","Adkinsites"
"Mollusca","Cephalopoda","Ammonitida","Brancoceratidae","Mirapelia"
"Mollusca","Cephalopoda","Ammonitida","Kossmaticeratidae","Brahmaites"
"Brachiopoda","Lingulata","Lingulida","Lingulidae","Langella"
"Bryozoa","Gymnolaemata","Cheilostomata","Microporidae","Steraechmella"
"Bryozoa","Gymnolaemata","Cheilostomata","Teuchoporidae","Teuchopora"
"Bryozoa","Gymnolaemata","Cheilostomata","Setosellidae","Setosella"
"Mollusca","Cephalopoda","Goniatitida","Entogonitidae","Ubites"
"Mollusca","Cephalopoda","Goniatitida","Rhymmoceratidae","Druzeticia"
"Mollusca","Cephalopoda","Prolecanitida","Pronoritidae","Pronorites"
"Mollusca","Cephalopoda","Goniatitida","Muensteroceratidae","Eoglyphioceras"
"Mollusca","Gastropoda","","Capulidae","Brocchia"
"Mollusca","Gastropoda","","Naticidae","Sigaretotrema"
"Mollusca","Gastropoda","","Cassidae","Menthafontia"
"Mollusca","Gastropoda","","Ranellidae","Byramia"
"Mollusca","Gastropoda","","Capulidae","Armenostoma"
"Mollusca","Gastropoda","Neogastropoda","Olividae","Strephonella"
"Mollusca","Gastropoda","Neogastropoda","Costellariidae","Costelaria"
"Mollusca","Gastropoda","Neogastropoda","Turridae","Coroniopsis"
"Mollusca","Bivalvia","Arcida","Arcidae","Rostarca"
"Mollusca","Gastropoda","","Thersiteidae","Thersitea"
"Mollusca","Gastropoda","","Rostellariidae","Eocalyptraphorus"
"Mollusca","Gastropoda","","Aporrhaidae","Mexopus"
"Mollusca","Gastropoda","","Aporrhaidae","Torgnellus"
"Mollusca","Gastropoda","","Xenophoridae","Acanthoxenophora"
"Mollusca","Gastropoda","","Rostellariidae","Chedevillia"
"Mollusca","Gastropoda","Sorbeoconcha","Campanilidae","Campanile (Campanilopa)"
"Mollusca","Gastropoda","","Rostellariidae","Terebellopsis"
"Mollusca","Cephalopoda","Ammonitida","Ataxioceratidae","Oloriziceras"
"Mollusca","Cephalopoda","Ammonitida","Ataxioceratidae","Ernstbrunnia"
"Mollusca","Cephalopoda","Ammonitida","Himalayitidae","Riasanella"
"Mollusca","Cephalopoda","Ammonitida","Ataxioceratidae","Franconites"
"Mollusca","Gastropoda","","Rostellariidae","Mauryna"
"Mollusca","Gastropoda","","Cypraeidae","Semicypraea"
"Mollusca","Gastropoda","","Pediculariidae","Cyproglobina"
"Mollusca","Gastropoda","","Cypraeidae","Protoponda"
"Mollusca","Gastropoda","","Eocypraeidae","Grovesia"
"Mollusca","Gastropoda","","Eocypraeidae","Luponovula"
"Mollusca","Gastropoda","","Pediculariidae","Cypraedia (Cypraedia)"
"Mollusca","Gastropoda","","Rostellariidae","Eotibia"
"Mollusca","Gastropoda","","Pediculariidae","Cypraedia (Protocypraedia)"
"Mollusca","Gastropoda","","Pediculariidae","Protocypraedia"
"Mollusca","Gastropoda","","Eocypraeidae","Cypropterina"
"Mollusca","Gastropoda","","Eocypraeidae","Eschatocypraea"
"Arthropoda","","Decapoda","Panopeidae","Palaeograpsus"
"Arthropoda","","Decapoda","Zanthopsidae","Harpactoxanthopsis"
"Mollusca","Gastropoda","","Cypraeidae","Cypraeopsis"
"Mollusca","Gastropoda","","Cypraeidae","Nucleolaria"
"Mollusca","Gastropoda","","Aporrhaidae","Alarimella"
"Mollusca","Gastropoda","","Aporrhaidae","Pseudanchura"
"Mollusca","Gastropoda","","Aporrhaidae","Tulochilus"
"Mollusca","Gastropoda","","Aporrhaidae","Diempterus"
"Mollusca","Gastropoda","Allogastropoda","Gordenellidae","Chlathrobaculus"
"Mollusca","Gastropoda","","Aporrhaidae","Kangilioptera"
"Mollusca","Gastropoda","Neogastropoda","Clavatulidae","Zemacies"
"Mollusca","Gastropoda","","Cassidae","Sconsodolium"
"Mollusca","Gastropoda","","Calliostomatidae","Sensuitrochus"
"Mollusca","Gastropoda","","Turbinidae","Nummogaultina"
"Mollusca","Gastropoda","","Liotiidae","Costatomphalus"
"Mollusca","Gastropoda","","Discohelicidae","Cenocampoides"
"Mollusca","Gastropoda","Sorbeoconcha","Potamididae","Atractostoma"
"Mollusca","Gastropoda","Sorbeoconcha","Potamididae","Urgonella"
"Mollusca","Gastropoda","Sorbeoconcha","","Tomaszoviella"
"Mollusca","Gastropoda","","Colombellinidae","Eoranella"
"Mollusca","Gastropoda","","Nerineidae","Favria"
"Mollusca","Gastropoda","Cephalaspida","","Neocylindrites"
"Mollusca","Gastropoda","Neogastropoda","Conidae","Siphopsis"
"Mollusca","Gastropoda","Neogastropoda","Conidae","Siphonaliopsis"
"Mollusca","Bivalvia","Veneroidei","Trapezidae","Straelenotrapezium"
"Mollusca","Bivalvia","Veneroidei","Veneridae","Textivenus"
"Mollusca","Gastropoda","","Trochidae","Metaconulus"
"Mollusca","Gastropoda","","Elachisinidae","Lacunella"
"Mollusca","Gastropoda","","Seraphsidae","Miniseraphs"
"Mollusca","Gastropoda","Neogastropoda","Volutidae","Harpula"
"Mollusca","Gastropoda","Cephalaspida","","Acrocolpus"
"Mollusca","Cephalopoda","Ceratitida","Proptychitidae","Pseudokymatites"
"Mollusca","Cephalopoda","Ceratitida","Columbitidae","Tardicolumbites"
"Mollusca","Gastropoda","","Amnicolidae","Staliopsis (Sandbergeriella)"
"Mollusca","Gastropoda","","Amnicolidae","Cirsomphalus"
"Mollusca","Gastropoda","","Aporrhaidae","Harpospira"
"Mollusca","Gastropoda","","Cassidae","Kahua"
"Mollusca","Gastropoda","","Cypraeidae","Eotrivia"
"Mollusca","Gastropoda","Neogastropoda","Marginellidae","Marginella (Stazzania)"
"Mollusca","Gastropoda","Neogastropoda","Volutidae","Volutopupa"
"Mollusca","Gastropoda","Neogastropoda","Marginellidae","Volvarinella"
"Mollusca","Gastropoda","","Aporrhaidae","Tephlon"
"Mollusca","Gastropoda","Murchisoniina","Zygopleuridae","Aristerostrophia"
"Mollusca","Gastropoda","Neogastropoda","Muricidae","Nucellopsis"
"Mollusca","Bivalvia","Pterioida","","Aviculoperna"
"Mollusca","Bivalvia","Cardiida","Tellinidae","Sinuosipagia"
"Mollusca","Gastropoda","Sorbeoconcha","Pachychilidae","Moniquia"
"Mollusca","Gastropoda","Sorbeoconcha","Potamididae","Tympanotonos (Diptychochilus)"
"Mollusca","Bivalvia","Cardiida","Donacidae","Latona"
"Mollusca","Bivalvia","Pholadida","Pholadidae","Cyrtopleuropsis"
"Mollusca","Gastropoda","","Hydrobiidae","Costhyrella"
"Mollusca","Gastropoda","Neogastropoda","Columbellidae","Macrurella"
"Porifera","Demospongea","Tetralithistida","Cylindrophymatidae","Balcis"
"Mollusca","Gastropoda","","Vanikoridae","Megalomphalus"
"Mollusca","Gastropoda","","Hipponicidae","Sabia"
"Mollusca","Gastropoda","","Eulimidae","Cyclothyca"
"Mollusca","Gastropoda","","Calyptraeidae","Calyplraea"
"Mollusca","Gastropoda","","Triviidae","Proterato (Cypraeerato)"
"Mollusca","Gastropoda","","Naticidae","Natica (Nacca)"
"Mollusca","Gastropoda","Neogastropoda","Muricidae","Bolinus"
"Mollusca","Gastropoda","Neogastropoda","Muricidae","Tubicauda"
"Mollusca","Gastropoda","Neogastropoda","Muricidae","Tubieauda"
"Mollusca","Gastropoda","Neogastropoda","Muricidae","Murieanthus"
"Mollusca","Gastropoda","Neogastropoda","Muricidae","Aspella"
"Mollusca","Gastropoda","Neogastropoda","Muricidae","Orania"
"Mollusca","Gastropoda","Neogastropoda","Muricidae","Pseudomurex"
"Mollusca","Gastropoda","Neogastropoda","Columbellidae","Scabrella"
"Mollusca","Gastropoda","Neogastropoda","Buccinidae","Andonia"
"Mollusca","Gastropoda","","Rostellariidae","Wateletia"
"Mollusca","Gastropoda","","Littorinidae","Styloplocus"
"Mollusca","Gastropoda","","Littorinidae","Prosthenodon"
"Mollusca","Gastropoda","Sorbeoconcha","Potamididae","Diptychochilus"
"Mollusca","Gastropoda","","Littorinidae","Mirolacuna"
"Mollusca","Gastropoda","","Littorinidae","Hallstadtia"
"Mollusca","Gastropoda","","Rissoidae","Thierachella"
"Mollusca","Gastropoda","","Rissoidae","Tournoueria"
"Mollusca","Gastropoda","","Strombidae","Semiterebelluin"
"Mollusca","Gastropoda","","Hydrobiidae","Hydrobia (Hydrobia)"
"Mollusca","Gastropoda","Sorbeoconcha","Thiaridae","Tinnyea"
"Mollusca","Gastropoda","Sorbeoconcha","Potamididae","Alocaxis"
"Mollusca","Gastropoda","Sorbeoconcha","Potamididae","Eotympanotonus"
"Mollusca","Gastropoda","","Amnicolidae","Stalioa"
"Mollusca","Gastropoda","","Hydrobiidae","Lutetiella"
"Mollusca","Gastropoda","","Hydrobiidae","Parhydrobia"
"Mollusca","Gastropoda","","Hydrobiidae","Bythinella"
"Bryozoa","Stenolaemata","Cyclostomata","","Bobiesipora"
"Bryozoa","Gymnolaemata","Cheilostomata","Calloporidae","Flustrellaria"
"Bryozoa","Stenolaemata","Cyclostomata","","Pseudofrondipora"
"Bryozoa","Gymnolaemata","Cheilostomata","Adeonidae","Schizostomella"
"Mollusca","Gastropoda","Sorbeoconcha","Dialidae","Touzinia"
"Mollusca","Gastropoda","Sorbeoconcha","Litiopidae","Dalliella"
"Mollusca","Gastropoda","","Naticidae","Pseudamaura"
"Mollusca","Gastropoda","","Purpurinidae","Cimoliocentrum"
"Mollusca","Bivalvia","Nuculanida","Sareptidae","Pristigloma"
"Mollusca","Gastropoda","Sorbeoconcha","Scaliolidae","Scaliola"
"Mollusca","Gastropoda","","Cypraeidae","Mandolina"
"Mollusca","Gastropoda","","Epitoniidae","Amaea (Discoscala)"
"Mollusca","Gastropoda","Entomotaeniata","Cimidae","Cima"
"Mollusca","Gastropoda","Neogastropoda","Buccinidae","Exilioidea"
"Mollusca","Gastropoda","","Architectonicidae","Philippia"
"Mollusca","Gastropoda","Cephalaspidea","Haminoeidae","Atys (Weinkauffia)"
"Mollusca","Bivalvia","Pterioida","","Ostreinella"
"Mollusca","Gastropoda","","Cypraeidae","Fossacypraea"
"Mollusca","Gastropoda","Neogastropoda","Muricidae","Typhis (Ciphonochelus)"
"Mollusca","Gastropoda","Neogastropoda","Borsoniidae","Drilliola"
"Mollusca","Gastropoda","Sorbeoconcha","Cerithiidae","Bittium (Cerithidium)"
"Mollusca","Gastropoda","Neogastropoda","","Comarmondia"
"Mollusca","Gastropoda","Neogastropoda","Raphitomidae","Rimosodaphnella"
"Mollusca","Gastropoda","Neogastropoda","Raphitomidae","Andonia"
"Mollusca","Gastropoda","Neogastropoda","Muricidae","Heteropurpura"
"Mollusca","Bivalvia","Pectinida","Pectinidae","Ciclopecten"
"Mollusca","Gastropoda","Neogastropoda","Nassariidae","Nassarius (Tritonella)"
"Mollusca","Gastropoda","","Epitoniidae","Acirsella"
"Mollusca","Gastropoda","","Stiliferidae","Semistilifer"
"Mollusca","Gastropoda","","Eulimidae","Hordeulima"
"Mollusca","Gastropoda","","Hipponicidae","Sabla"
"Mollusca","Gastropoda","","Cerithiopsidae","Cinctella"
"Mollusca","Gastropoda","","Pyramidellidae","Pyrgolidium"
"Hemichordata","Enteropneusta","","Spengelidae","Mazoglossus"
"Hemichordata","Enteropneusta","","Harrimaniidae","Saccoglossus"
"Mollusca","Gastropoda","","Vanikoridae","Dialytostoma"
"Mollusca","Gastropoda","","Ataphridae","Collonia (Circulopsis)"
"Mollusca","Gastropoda","","Scissurellidae","Sukashitrochus"
"Mollusca","Gastropoda","","Pterotracheidae","Pterotrachea"
"Mollusca","Gastropoda","","Purpurinidae","Purpurina (Pseudalaria)"
"Mollusca","Bivalvia","Thraciida","Periplomatidae","Cochlodesma"
"Mollusca","Gastropoda","","Tornidae","Tylaxis"
"Mollusca","Gastropoda","Neogastropoda","Olividae","Eoancilla"
"Mollusca","Gastropoda","","Architectonicidae","Dinaxis"
"Mollusca","Gastropoda","","Micromelaniidae","Nystia"
"Mollusca","Gastropoda","Sorbeoconcha","Potamididae","Potainidopsis"
"Mollusca","Gastropoda","","Hydrobiidae","Sabinea"
"Mollusca","Gastropoda","","Hydrobiidae","Pyrgula"
"Mollusca","Gastropoda","","Seguenziidae","Parvisetia"
"Mollusca","Gastropoda","","Rissoidae","Massotia"
"Mollusca","Gastropoda","Sorbeoconcha","Turritellidae","Archimiediella"
"Mollusca","Gastropoda","","Vermetidae","Petaloconehus"
"Mollusca","Gastropoda","Sorbeoconcha","Cerithiidae","Vulgocerithhun"
"Mollusca","Gastropoda","","Epitoniidae","Dentiscala"
"Mollusca","Gastropoda","","Epitoniidae","Aerilla"
"Mollusca","Gastropoda","","Epitoniidae","Acrilloscala"
"Mollusca","Gastropoda","","Epitoniidae","Lamelliscala"
"Mollusca","Gastropoda","","Epitoniidae","Cinctoscala"
"Mollusca","Gastropoda","","Epitoniidae","Crebriscala"
"Mollusca","Gastropoda","","Eulimidae","Chileutomia"
"Mollusca","Gastropoda","","Pyramidellidae","Leucotina"
"Mollusca","Gastropoda","","Pyramidellidae","Euparthenia"
"Mollusca","Gastropoda","","Pyramidellidae","Sulcoturbonilia"
"Mollusca","Gastropoda","","Pyramidellidae","Striotarbonilla"
"Mollusca","Gastropoda","","Pyramidellidae","Mormula"
"Mollusca","Gastropoda","","Littorinidae","Pseudocirsope"
"Mollusca","Gastropoda","","Pomatiasidae","Tudorella"
"Mollusca","Gastropoda","","Ovulidae","Neosimnia"
"Mollusca","Gastropoda","","Naticidae","Conuber"
"Mollusca","Gastropoda","Sorbeoconcha","Potamididae","Tiaracerithium"
"Mollusca","Gastropoda","Sorbeoconcha","Batillariidae","Vicinoceritliium"
"Mollusca","Gastropoda","","Epitoniidae","Foratiscala"
"Mollusca","Gastropoda","","Hipponicidae","Pilosabia"
"Mollusca","Gastropoda","Neogastropoda","Muricidae","Trubatsa"
"Mollusca","Gastropoda","Neogastropoda","Pseudomelaniidae","Tripla"
"Mollusca","Gastropoda","Neogastropoda","Pseudomelaniidae","Tripia"
"Mollusca","Gastropoda","Neogastropoda","Turridae","Epalxis"
"Mollusca","Gastropoda","Neogastropoda","Mangeliidae","Mangilla"
"Mollusca","Gastropoda","","Hydrobiidae","Marticia"
"Mollusca","Gastropoda","","Hydrobiidae","Prososthenia"
"Mollusca","Gastropoda","","Hydrobiidae","Cyclothyrella"
"Mollusca","Gastropoda","","Hydrobiidae","Pseudodianella"
"Mollusca","Gastropoda","","Hydrobiidae","Nematurella"
"Mollusca","Gastropoda","","Hydrobiidae","Bania"
"Bryozoa","Stenolaemata","Cyclostomata","","Eoheteropora"
"Mollusca","Bivalvia","Arcida","Philobryidae","Philobrya (Hochstetteria)"
"Mollusca","Bivalvia","Arcida","Philobryidae","Cratis"
"Mollusca","Bivalvia","Pectinida","Propeamussiidae","Cyclochlamys"
"Mollusca","Bivalvia","Cardiida","Cyamiidae","Kidderia"
"Mollusca","Bivalvia","Lucinida","Lucinidae","Notomyrtea"
"Mollusca","Bivalvia","Veneroidei","Erycinidae","Borniola"
"Mollusca","Bivalvia","Cardiida","Cardiidae","Pratttlum"
"Mollusca","Gastropoda","","Anatomidae","Schizotrochus"
"Mollusca","Gastropoda","","Trochidae","Zetela"
"Mollusca","Gastropoda","","Trochidae","Antisolarium"
"Mollusca","Gastropoda","","Vitrinellidae","Elachorbis"
"Mollusca","Gastropoda","","Turbinidae","Dolicrossea"
"Mollusca","Gastropoda","","Turbinidae","Crossea (Crosseola)"
"Mollusca","Gastropoda","Sorbeoconcha","Planaxidae","Zeradina"
"Mollusca","Gastropoda","","Vanikoridae","Radinista"
"Mollusca","Gastropoda","Sorbeoconcha","Planaxidae","Naridista"
"Mollusca","Gastropoda","","Rissoidae","Merelina"
"Mollusca","Gastropoda","","Rissoidae","Attenuata"
"Mollusca","Gastropoda","","Eatoniellidae","Eatoniella (Dardanula)"
"Mollusca","Gastropoda","Allogastropoda","Mathildidae","Mathilda (Brookesena)"
"Mollusca","Gastropoda","","Cerithiopsidae","Socienna"
"Mollusca","Gastropoda","","Cerithiopsidae","Miopila"
"Mollusca","Gastropoda","","Triphoridae","Triforis"
"Mollusca","Gastropoda","","Ranellidae","Sassia (Sassia)"
"Mollusca","Gastropoda","Neogastropoda","Buccinidae","Verconella"
"Mollusca","Gastropoda","Neogastropoda","Nassariidae","Mirua"
"Mollusca","Gastropoda","Neogastropoda","Muricidae","Terefundus"
"Mollusca","Gastropoda","Neogastropoda","Raphitomidae","Nepotilla"
"Mollusca","Gastropoda","Cephalaspida","","Kaitoa"
"Mollusca","Gastropoda","","Vermetidae","Elliptovermetus"
"Mollusca","Cephalopoda","Goniatitida","Marathonitidae","Suakites"
"Mollusca","Bivalvia","Nuculida","Nuculidae","Linucula"
"Mollusca","Gastropoda","","Scissurellidae","Schismope"
"Mollusca","Gastropoda","","","Zeminolia"
"Mollusca","Gastropoda","","Crosseolidae","Conjectura"
"Mollusca","Gastropoda","","Ataphridae","Argalista"
"Mollusca","Gastropoda","","Liotiidae","Lodderena"
"Mollusca","Gastropoda","","Barleeidae","Pisinna"
"Mollusca","Gastropoda","","Aclididae","Scalaronoba"
"Mollusca","Gastropoda","","Rissoidae","Ihungia"
"Mollusca","Gastropoda","","Turbinidae","Notosetia"
"Mollusca","Gastropoda","","Barleeidae","Anabathron (Scrobs)"
"Mollusca","Gastropoda","","Aclididae","Austrorissopsis"
"Mollusca","Gastropoda","","","Pteronotus"
"Mollusca","Gastropoda","","Vitrinellidae","Pterolabrella"
"Mollusca","Gastropoda","Neogastropoda","","Liracraea"
"Mollusca","Cephalopoda","Goniatitida","Adrianitidae","Pamiritella"
"Mollusca","Cephalopoda","Goniatitida","Adrianitidae","Pamirioceras"
"Mollusca","Gastropoda","","Strombidae","Dilatilabriim"
"Mollusca","Gastropoda","Sorbeoconcha","Cerithiidae","Serratocerithium"
"Mollusca","Gastropoda","Sorbeoconcha","Pachychilidae","Pseudobellardiella"
"Mollusca","Gastropoda","Neogastropoda","","Beisselia"
"Mollusca","Cephalopoda","Ammonitida","Flickiidae","Flickia"
"Mollusca","Gastropoda","","Trochidae","Stelzneria"
"Mollusca","Cephalopoda","Ammonitida","Parkinsoniidae","Durotrigensia"
"Mollusca","Cephalopoda","Ammonitida","Parkinsoniidae","Garantiana (Pseudogarantiana)"
"Arthropoda","Trilobita","Corynexochida","Illaenidae","Hyboaspis"
"Mollusca","Gastropoda","","Triviidae","Trivia (Trivia)"
"Mollusca","Gastropoda","Sorbeoconcha","Planaxidae","Entomope"
"Mollusca","Gastropoda","","Pomatiasidae","Dissostoma"
"Mollusca","Gastropoda","Sorbeoconcha","Potamididae","Ptyehopotainides"
"Mollusca","Gastropoda","Sorbeoconcha","Potamididae","Exechestoma"
"Mollusca","Gastropoda","Sorbeoconcha","Potamididae","Terebralia (Gravesicerithium)"
"Mollusca","Gastropoda","","Newtoniellidae","Trypanaxis"
"Mollusca","Gastropoda","","Epitoniidae","Crisposcala"
"Mollusca","Gastropoda","Neogastropoda","Turridae","Hemlpleurotoma"
"Mollusca","Cephalopoda","Ammonitida","Himalayitidae","Hegaratites"
"Mollusca","Cephalopoda","Goniatitida","Delepinoceratidae","Trigonoshumardites"
"Mollusca","Cephalopoda","Goniatitida","Glaphyritidae","Eoasianites"
"Mollusca","Gastropoda","","Aclididae","Stilbe"
"Mollusca","Gastropoda","","Cypraeidae","Apiocypraea"
"Mollusca","Gastropoda","","Trochidae","Igonoia"
"Mollusca","Gastropoda","","Eocypraeidae","Aricia"
"Mollusca","Gastropoda","","Fissurellidae","Montfortia"
"Mollusca","Gastropoda","","Cassidae","Gomphopages"
"Mollusca","Cephalopoda","Ammonitida","Acanthoceratidae","Obiraceras"
"Mollusca","Gastropoda","","Eulimidae","Baieis"
"Mollusca","Gastropoda","","Ovulidae","Pseudosimnia"
"Mollusca","Gastropoda","","Naticidae","Payraudeautia"
"Mollusca","Cephalopoda","Ammonitida","Acanthoceratidae","Shuparoceras"
"Mollusca","Cephalopoda","Ammonitida","Turrilitidae","Eoturrilites"
"Mollusca","Cephalopoda","Ammonitida","Acanthoceratidae","Paraconlinoceras"
"Mollusca","Cephalopoda","Ammonitida","Placenticeratidae","Stantonoceras"
"Bryozoa","Stenolaemata","Cyclostomata","Crisinidae","Polyascosoeciella"
"Bryozoa","Gymnolaemata","Cheilostomata","","Phoceana"
"Bryozoa","Stenolaemata","Cyclostomata","","Trochiliopora"
"Bryozoa","Gymnolaemata","Cheilostomata","Smittinidae","Prenantia"
"Bryozoa","Stenolaemata","Cyclostomata","","Bicrisina"
"Mollusca","Cephalopoda","Ammonitida","Pachydiscidae","Menabonites"
"Mollusca","Cephalopoda","Ammonitida","Pachydiscidae","Pachydiscoides"
"Mollusca","Cephalopoda","Ammonitida","Collignoniceratidae","Schloenbachia"
"Mollusca","Gastropoda","","Eocypraeidae","Luponia"
"Mollusca","Gastropoda","Neritoina","Neritopsidae","Nanggulania"
"Mollusca","Gastropoda","","Strombidae","Jogjacartanus"
"Arthropoda","Insecta","Cnemidolestodea","Emphylopteridae","Gulou"
"Arthropoda","Insecta","Cnemidolestodea","Spanioderidae","Sinopteron"
"Arthropoda","Insecta","Cnemidolestodea","Spanioderidae","Longzhua"
"Mollusca","Gastropoda","","Cypraeidae","Erronea (Gratiadusta)"
"Mollusca","Gastropoda","Neogastropoda","Volutidae","Harpeola"
"Mollusca","Gastropoda","Neogastropoda","Mitridae","Mitra (Nebularia)"
"Mollusca","Cephalopoda","Ammonitida","Tissotiidae","Tissotioides"
"Mollusca","Gastropoda","","Cypraeidae","Megalocypraea"
"Mollusca","Cephalopoda","Clymeniida","Carinoclymeniidae","Karaclymenia"
"Mollusca","Cephalopoda","Ammonitida","Nostoceratidae","Jouaniceras"
"Mollusca","Gastropoda","","Cypraeidae","Eotrivia (Eotrivia)"
"Mollusca","Gastropoda","","Cypraeidae","Neobernaya"
"Mollusca","Bivalvia","Lucinida","Lucinidae","Parvicorbis"
"Mollusca","Gastropoda","","Littorinidae","Bembicium"
"Mollusca","Gastropoda","Sorbeoconcha","Siliquariidae","Pyxipoma"
"Mollusca","Gastropoda","","Architectonicidae","Disculus"
"Mollusca","Gastropoda","Sorbeoconcha","Scaliolidae","Sandbergeria (Aneurychilus)"
"Mollusca","Gastropoda","","Epitoniidae","Circuloscala"
"Mollusca","Gastropoda","","Cypraeidae","Notocypraea"
"Mollusca","Cephalopoda","Ammonitida","Collignoniceratidae","Aneuretoceras"
"Mollusca","Gastropoda","","Triviidae","Erato (Erato)"
"Mollusca","Gastropoda","Neogastropoda","Columbellidae","Zemitrella"
"Mollusca","Gastropoda","Neogastropoda","Mitromorphidae","Vexithara"
"Mollusca","Cephalopoda","Goniatitida","Glaphyritidae","Kardailites"
"Arthropoda","Insecta","Coleoptera","Schizocoleidae","Schizocoleus"
"Mollusca","Cephalopoda","Phylloceratida","Palaeophyllitidae","Kamenushkaites"
"Brachiopoda","Rhynchonellata","Spiriferinida","Mentzeliidae","Ptychomentzelia"
"Mollusca","Gastropoda","Sorbeoconcha","Turritellidae","Caucasella"
"Mollusca","Gastropoda","Neogastropoda","Mitridae","Austroimbricaria"
"Mollusca","Bivalvia","Carditida","Carditidae","Neovenericor"
"Mollusca","Bivalvia","Nuculida","","Iheringinucula"
"Echinodermata","Echinoidea","Clypeasteroida","Abertellidae","Abertella"
"Echinodermata","Echinoidea","Clypeasteroida","Monophorasteridae","Monophoraster"
"Mollusca","Gastropoda","","Rissoidae","Ceratia"
"Mollusca","Gastropoda","","Triphoridae","Trituba"
"Mollusca","Gastropoda","","Epitoniidae","Cinctiscala"
"Mollusca","Gastropoda","Neogastropoda","","Amorena"
"Mollusca","Gastropoda","","Cassidae","Semicassis (Antephalium)"
"Mollusca","Gastropoda","Neogastropoda","Olividae","Ancilla (Alocospira)"
"Mollusca","Gastropoda","Neogastropoda","Muricidae","Maculotriton"
"Mollusca","Gastropoda","Neogastropoda","Muricidae","Lepsiella"
"Mollusca","Gastropoda","Neogastropoda","Terebridae","Duplicaria (Pervicacia)"
